"Postal.Code" "Place.Name" "State" "State.Abbreviation" "County" "Latitude" "Longitude"
"33839" "75425" "Chicota" "Texas" "TX" "Lamar" "33.6597" "-95.5829"
"33840" "75426" "Clarksville" "Texas" "TX" "Red River" "33.6236" "-95.0461"
"33841" "75428" "Commerce" "Texas" "TX" "Hunt" "33.2493" "-95.9097"
"33842" "75429" "Commerce" "Texas" "TX" "Hunt" "33.2377" "-95.9089"
"33843" "75431" "Como" "Texas" "TX" "Hopkins" "33.0107" "-95.4734"
"33844" "75432" "Cooper" "Texas" "TX" "Delta" "33.3812" "-95.6623"
"33845" "75433" "Cumby" "Texas" "TX" "Hopkins" "33.1118" "-95.7945"
"33846" "75434" "Cunningham" "Texas" "TX" "Lamar" "33.409" "-95.3711"
"33847" "75435" "Deport" "Texas" "TX" "Lamar" "33.5221" "-95.3654"
"33848" "75436" "Detroit" "Texas" "TX" "Red River" "33.6627" "-95.2385"
"33849" "75437" "Dike" "Texas" "TX" "Hopkins" "33.2648" "-95.4423"
"33850" "75438" "Dodd City" "Texas" "TX" "Fannin" "33.5647" "-96.0619"
"33851" "75439" "Ector" "Texas" "TX" "Fannin" "33.5819" "-96.2735"
"33852" "75440" "Emory" "Texas" "TX" "Rains" "32.875" "-95.7418"
"33853" "75441" "Enloe" "Texas" "TX" "Delta" "33.4291" "-95.6518"
"33854" "75442" "Farmersville" "Texas" "TX" "Collin" "33.1659" "-96.3686"
"33855" "75443" "Gober" "Texas" "TX" "Fannin" "33.4697" "-96.1111"
"33856" "75444" "Golden" "Texas" "TX" "Wood" "32.7299" "-95.5636"
"33857" "75446" "Honey Grove" "Texas" "TX" "Fannin" "33.5985" "-95.9109"
"33858" "75447" "Ivanhoe" "Texas" "TX" "Fannin" "33.7612" "-96.1193"
"33859" "75448" "Klondike" "Texas" "TX" "Delta" "33.3034" "-95.8018"
"33860" "75449" "Ladonia" "Texas" "TX" "Fannin" "33.4245" "-95.9455"
"33861" "75450" "Lake Creek" "Texas" "TX" "Delta" "33.4116" "-95.4551"
"33862" "75451" "Leesburg" "Texas" "TX" "Camp" "32.9763" "-95.1079"
"33863" "75452" "Leonard" "Texas" "TX" "Fannin" "33.4044" "-96.2238"
"33864" "75453" "Lone Oak" "Texas" "TX" "Hunt" "32.9916" "-95.9434"
"33865" "75454" "Melissa" "Texas" "TX" "Collin" "33.2841" "-96.574"
"33866" "75455" "Mount Pleasant" "Texas" "TX" "Titus" "33.1733" "-94.9695"
"33867" "75456" "Mount Pleasant" "Texas" "TX" "Titus" "33.1904" "-94.9675"
"33868" "75457" "Mount Vernon" "Texas" "TX" "Franklin" "33.1702" "-95.2181"
"33869" "75458" "Merit" "Texas" "TX" "Hunt" "33.2427" "-96.2916"
"33870" "75459" "Howe" "Texas" "TX" "Grayson" "33.5311" "-96.6777"
"33871" "75460" "Paris" "Texas" "TX" "Lamar" "33.6581" "-95.5379"
"33872" "75461" "Paris" "Texas" "TX" "Lamar" "33.6632" "-95.4608"
"33873" "75462" "Paris" "Texas" "TX" "Lamar" "33.6805" "-95.4905"
"33874" "75468" "Pattonville" "Texas" "TX" "Lamar" "33.5702" "-95.3908"
"33875" "75469" "Pecan Gap" "Texas" "TX" "Delta" "33.4196" "-95.8262"
"33876" "75470" "Petty" "Texas" "TX" "Lamar" "33.6098" "-95.7891"
"33877" "75471" "Pickton" "Texas" "TX" "Hopkins" "33.0519" "-95.3851"
"33878" "75472" "Point" "Texas" "TX" "Rains" "32.9007" "-95.8903"
"33879" "75473" "Powderly" "Texas" "TX" "Lamar" "33.7779" "-95.5307"
"33880" "75474" "Quinlan" "Texas" "TX" "Hunt" "32.8983" "-96.1261"
"33881" "75475" "Randolph" "Texas" "TX" "Fannin" "33.4846" "-96.2541"
"33882" "75476" "Ravenna" "Texas" "TX" "Fannin" "33.7098" "-96.1452"
"33883" "75477" "Roxton" "Texas" "TX" "Lamar" "33.5429" "-95.7416"
"33884" "75478" "Saltillo" "Texas" "TX" "Hopkins" "33.1767" "-95.3433"
"33885" "75479" "Savoy" "Texas" "TX" "Fannin" "33.6066" "-96.3502"
"33886" "75480" "Scroggins" "Texas" "TX" "Franklin" "33.0478" "-95.1962"
"33887" "75481" "Sulphur Bluff" "Texas" "TX" "Hopkins" "33.3334" "-95.374"
"33888" "75482" "Sulphur Springs" "Texas" "TX" "Hopkins" "33.1345" "-95.5922"
"33889" "75483" "Sulphur Springs" "Texas" "TX" "Hopkins" "33.1686" "-95.5855"
"33890" "75485" "Westminster" "Texas" "TX" "Collin" "33.3627" "-96.4635"
"33891" "75486" "Sumner" "Texas" "TX" "Lamar" "33.7589" "-95.6807"
"33892" "75487" "Talco" "Texas" "TX" "Franklin" "33.3344" "-95.0497"
"33893" "75488" "Telephone" "Texas" "TX" "Fannin" "33.7979" "-96.0449"
"33894" "75489" "Tom Bean" "Texas" "TX" "Grayson" "33.5193" "-96.4843"
"33895" "75490" "Trenton" "Texas" "TX" "Fannin" "33.4235" "-96.3398"
"33896" "75491" "Whitewright" "Texas" "TX" "Grayson" "33.519" "-96.451"
"33897" "75492" "Windom" "Texas" "TX" "Fannin" "33.5633" "-96.002"
"33898" "75493" "Winfield" "Texas" "TX" "Titus" "33.1666" "-95.109"
"33899" "75494" "Winnsboro" "Texas" "TX" "Wood" "32.9146" "-95.2726"
"33900" "75495" "Van Alstyne" "Texas" "TX" "Grayson" "33.4292" "-96.5486"
"33901" "75496" "Wolfe City" "Texas" "TX" "Hunt" "33.3605" "-96.0691"
"33902" "75497" "Yantis" "Texas" "TX" "Wood" "32.9257" "-95.5311"
"33903" "75501" "Texarkana" "Texas" "TX" "Bowie" "33.4113" "-94.1774"
"33904" "75503" "Texarkana" "Texas" "TX" "Bowie" "33.4669" "-94.0774"
"33905" "75504" "Texarkana" "Texas" "TX" "Bowie" "33.4766" "-94.395"
"33906" "75505" "Texarkana" "Texas" "TX" "Bowie" "33.4624" "-94.0715"
"33907" "75507" "Texarkana" "Texas" "TX" "Bowie" "33.3934" "-94.3404"
"33908" "75550" "Annona" "Texas" "TX" "Red River" "33.5535" "-94.8992"
"33909" "75551" "Atlanta" "Texas" "TX" "Cass" "33.109" "-94.1646"
"33910" "75554" "Avery" "Texas" "TX" "Red River" "33.5339" "-94.7867"
"33911" "75555" "Bivins" "Texas" "TX" "Cass" "32.966" "-94.1404"
"33912" "75556" "Bloomburg" "Texas" "TX" "Cass" "33.1339" "-94.0647"
"33913" "75558" "Cookville" "Texas" "TX" "Titus" "33.2432" "-94.8747"
"33914" "75559" "De Kalb" "Texas" "TX" "Bowie" "33.4727" "-94.6211"
"33915" "75560" "Douglassville" "Texas" "TX" "Cass" "33.1758" "-94.3467"
"33916" "75561" "Hooks" "Texas" "TX" "Bowie" "33.5253" "-94.2657"
"33917" "75562" "Kildare" "Texas" "TX" "Cass" "32.9468" "-94.2539"
"33918" "75563" "Linden" "Texas" "TX" "Cass" "33.0048" "-94.3605"
"33919" "75564" "Lodi" "Texas" "TX" "Marion" "32.8718" "-94.2729"
"33920" "75565" "Mc Leod" "Texas" "TX" "Cass" "32.9511" "-94.0808"
"33921" "75566" "Marietta" "Texas" "TX" "Cass" "33.1796" "-94.5421"
"33922" "75567" "Maud" "Texas" "TX" "Bowie" "33.3409" "-94.3175"
"33923" "75568" "Naples" "Texas" "TX" "Morris" "33.1912" "-94.6891"
"33924" "75569" "Nash" "Texas" "TX" "Bowie" "33.4344" "-94.1219"
"33925" "75570" "New Boston" "Texas" "TX" "Bowie" "33.4619" "-94.4375"
"33926" "75571" "Omaha" "Texas" "TX" "Morris" "33.1808" "-94.7639"
"33927" "75572" "Queen City" "Texas" "TX" "Cass" "33.1557" "-94.1537"
"33928" "75573" "Redwater" "Texas" "TX" "Bowie" "33.358" "-94.2571"
"33929" "75574" "Simms" "Texas" "TX" "Bowie" "33.3359" "-94.552"
"33930" "75599" "Texarkana" "Texas" "TX" "Bowie" "33.4766" "-94.395"
"33931" "75601" "Longview" "Texas" "TX" "Gregg" "32.5178" "-94.7303"
"33932" "75602" "Longview" "Texas" "TX" "Gregg" "32.4724" "-94.7101"
"33933" "75603" "Longview" "Texas" "TX" "Gregg" "32.4264" "-94.7117"
"33934" "75604" "Longview" "Texas" "TX" "Gregg" "32.5251" "-94.799"
"33935" "75605" "Longview" "Texas" "TX" "Gregg" "32.5547" "-94.7767"
"33936" "75606" "Longview" "Texas" "TX" "Gregg" "32.3694" "-94.6161"
"33937" "75607" "Longview" "Texas" "TX" "Gregg" "32.5112" "-94.7835"
"33938" "75608" "Longview" "Texas" "TX" "Gregg" "32.5701" "-94.8481"
"33939" "75615" "Longview" "Texas" "TX" "Gregg" "32.5112" "-94.7835"
"33940" "75630" "Avinger" "Texas" "TX" "Cass" "32.8485" "-94.5795"
"33941" "75631" "Beckville" "Texas" "TX" "Panola" "32.2452" "-94.4555"
"33942" "75633" "Carthage" "Texas" "TX" "Panola" "32.1544" "-94.3527"
"33943" "75636" "Cason" "Texas" "TX" "Morris" "33.024" "-94.8249"
"33944" "75637" "Clayton" "Texas" "TX" "Panola" "32.1027" "-94.4935"
"33945" "75638" "Daingerfield" "Texas" "TX" "Morris" "33.0313" "-94.7359"
"33946" "75639" "De Berry" "Texas" "TX" "Panola" "32.2543" "-94.1356"
"33947" "75640" "Diana" "Texas" "TX" "Upshur" "32.7698" "-94.7032"
"33948" "75641" "Easton" "Texas" "TX" "Gregg" "32.3854" "-94.5515"
"33949" "75642" "Elysian Fields" "Texas" "TX" "Harrison" "32.3863" "-94.2105"
"33950" "75643" "Gary" "Texas" "TX" "Panola" "32.0334" "-94.38"
"33951" "75644" "Gilmer" "Texas" "TX" "Upshur" "32.7246" "-94.9714"
"33952" "75645" "Gilmer" "Texas" "TX" "Upshur" "32.6044" "-94.8491"
"33953" "75647" "Gladewater" "Texas" "TX" "Gregg" "32.5559" "-94.932"
"33954" "75650" "Hallsville" "Texas" "TX" "Harrison" "32.5073" "-94.5333"
"33955" "75651" "Harleton" "Texas" "TX" "Harrison" "32.6579" "-94.4652"
"33956" "75652" "Henderson" "Texas" "TX" "Rusk" "32.2131" "-94.7834"
"33957" "75653" "Henderson" "Texas" "TX" "Rusk" "32.2047" "-94.8845"
"33958" "75654" "Henderson" "Texas" "TX" "Rusk" "32.126" "-94.7488"
"33959" "75656" "Hughes Springs" "Texas" "TX" "Cass" "33.0168" "-94.6228"
"33960" "75657" "Jefferson" "Texas" "TX" "Marion" "32.8059" "-94.3655"
"33961" "75658" "Joinerville" "Texas" "TX" "Rusk" "32.1959" "-94.9065"
"33962" "75659" "Jonesville" "Texas" "TX" "Harrison" "32.5075" "-94.1106"
"33963" "75660" "Judson" "Texas" "TX" "Gregg" "32.5112" "-94.7835"
"33964" "75661" "Karnack" "Texas" "TX" "Harrison" "32.6205" "-94.2"
"33965" "75662" "Kilgore" "Texas" "TX" "Gregg" "32.3836" "-94.8653"
"33966" "75663" "Kilgore" "Texas" "TX" "Gregg" "32.387" "-94.8951"
"33967" "75666" "Laird Hill" "Texas" "TX" "Rusk" "32.3019" "-94.9288"
"33968" "75667" "Laneville" "Texas" "TX" "Rusk" "31.9508" "-94.866"
"33969" "75668" "Lone Star" "Texas" "TX" "Morris" "32.9252" "-94.7049"
"33970" "75669" "Long Branch" "Texas" "TX" "Panola" "32.0449" "-94.5381"
"33971" "75670" "Marshall" "Texas" "TX" "Harrison" "32.5338" "-94.3619"
"33972" "75671" "Marshall" "Texas" "TX" "Harrison" "32.5227" "-94.3895"
"33973" "75672" "Marshall" "Texas" "TX" "Harrison" "32.5165" "-94.3251"
"33974" "75680" "Minden" "Texas" "TX" "Rusk" "32.0028" "-94.7129"
"33975" "75681" "Mount Enterprise" "Texas" "TX" "Rusk" "31.9125" "-94.6235"
"33976" "75682" "New London" "Texas" "TX" "Rusk" "32.2542" "-94.9322"
"33977" "75683" "Ore City" "Texas" "TX" "Upshur" "32.7856" "-94.7514"
"33978" "75684" "Overton" "Texas" "TX" "Rusk" "32.269" "-94.9529"
"33979" "75685" "Panola" "Texas" "TX" "Panola" "32.1838" "-94.3087"
"33980" "75686" "Pittsburg" "Texas" "TX" "Camp" "32.9623" "-94.9603"
"33981" "75687" "Price" "Texas" "TX" "Rusk" "32.1518" "-94.9554"
"33982" "75688" "Scottsville" "Texas" "TX" "Harrison" "32.554" "-94.2394"
"33983" "75689" "Selman City" "Texas" "TX" "Rusk" "32.1826" "-94.9355"
"33984" "75691" "Tatum" "Texas" "TX" "Rusk" "32.3266" "-94.596"
"33985" "75692" "Waskom" "Texas" "TX" "Harrison" "32.5184" "-94.1355"
"33986" "75693" "White Oak" "Texas" "TX" "Gregg" "32.5383" "-94.8622"
"33987" "75694" "Woodlawn" "Texas" "TX" "Harrison" "32.6537" "-94.3427"
"33988" "75701" "Tyler" "Texas" "TX" "Smith" "32.3254" "-95.2922"
"33989" "75702" "Tyler" "Texas" "TX" "Smith" "32.362" "-95.3117"
"33990" "75703" "Tyler" "Texas" "TX" "Smith" "32.2768" "-95.3031"
"33991" "75704" "Tyler" "Texas" "TX" "Smith" "32.3738" "-95.407"
"33992" "75705" "Tyler" "Texas" "TX" "Smith" "32.3766" "-95.1252"
"33993" "75706" "Tyler" "Texas" "TX" "Smith" "32.4441" "-95.331"
"33994" "75707" "Tyler" "Texas" "TX" "Smith" "32.3038" "-95.1927"
"33995" "75708" "Tyler" "Texas" "TX" "Smith" "32.419" "-95.2106"
"33996" "75709" "Tyler" "Texas" "TX" "Smith" "32.3078" "-95.3956"
"33997" "75710" "Tyler" "Texas" "TX" "Smith" "32.3475" "-95.3065"
"33998" "75711" "Tyler" "Texas" "TX" "Smith" "32.5399" "-95.42"
"33999" "75712" "Tyler" "Texas" "TX" "Smith" "32.4112" "-95.2899"
"34000" "75713" "Tyler" "Texas" "TX" "Smith" "32.4112" "-95.2899"
"34001" "75750" "Arp" "Texas" "TX" "Smith" "32.2418" "-95.0639"
"34002" "75751" "Athens" "Texas" "TX" "Henderson" "32.1935" "-95.8432"
"34003" "75752" "Athens" "Texas" "TX" "Henderson" "32.2151" "-95.79"
"34004" "75754" "Ben Wheeler" "Texas" "TX" "Van Zandt" "32.4126" "-95.6371"
"34005" "75755" "Big Sandy" "Texas" "TX" "Upshur" "32.6168" "-95.088"
"34006" "75756" "Brownsboro" "Texas" "TX" "Henderson" "32.304" "-95.6"
"34007" "75757" "Bullard" "Texas" "TX" "Smith" "32.1095" "-95.3342"
"34008" "75758" "Chandler" "Texas" "TX" "Henderson" "32.2572" "-95.5393"
"34009" "75759" "Cuney" "Texas" "TX" "Cherokee" "32.0415" "-95.42"
"34010" "75760" "Cushing" "Texas" "TX" "Nacogdoches" "31.7978" "-94.8539"
"34011" "75762" "Flint" "Texas" "TX" "Smith" "32.2079" "-95.3948"
"34012" "75763" "Frankston" "Texas" "TX" "Anderson" "32.0535" "-95.5163"
"34013" "75764" "Gallatin" "Texas" "TX" "Cherokee" "31.8849" "-95.1572"
"34014" "75765" "Hawkins" "Texas" "TX" "Wood" "32.6439" "-95.222"
"34015" "75766" "Jacksonville" "Texas" "TX" "Cherokee" "31.9618" "-95.2703"
"34016" "75770" "Larue" "Texas" "TX" "Henderson" "32.1608" "-95.5927"
"34017" "75771" "Lindale" "Texas" "TX" "Smith" "32.5062" "-95.4006"
"34018" "75772" "Maydelle" "Texas" "TX" "Cherokee" "31.8008" "-95.3001"
"34019" "75773" "Mineola" "Texas" "TX" "Wood" "32.6661" "-95.487"
"34020" "75778" "Murchison" "Texas" "TX" "Henderson" "32.3257" "-95.7737"
"34021" "75779" "Neches" "Texas" "TX" "Anderson" "31.7942" "-95.662"
"34022" "75780" "New Summerfield" "Texas" "TX" "Cherokee" "31.782" "-95.164"
"34023" "75782" "Poynor" "Texas" "TX" "Henderson" "32.0797" "-95.5938"
"34024" "75783" "Quitman" "Texas" "TX" "Wood" "32.8049" "-95.4302"
"34025" "75784" "Reklaw" "Texas" "TX" "Cherokee" "31.8859" "-95.0118"
"34026" "75785" "Rusk" "Texas" "TX" "Cherokee" "31.8136" "-95.0965"
"34027" "75788" "Sacul" "Texas" "TX" "Nacogdoches" "31.8254" "-94.9189"
"34028" "75789" "Troup" "Texas" "TX" "Smith" "32.1117" "-95.1155"
"34029" "75790" "Van" "Texas" "TX" "Van Zandt" "32.5283" "-95.6545"
"34030" "75791" "Whitehouse" "Texas" "TX" "Smith" "32.222" "-95.2266"
"34031" "75792" "Winona" "Texas" "TX" "Smith" "32.4662" "-95.1246"
"34032" "75797" "Big Sandy" "Texas" "TX" "" "32.5765" "-95.1313"
"34033" "75798" "Tyler" "Texas" "TX" "Smith" "32.4112" "-95.2899"
"34034" "75799" "Tyler" "Texas" "TX" "Smith" "32.4112" "-95.2899"
"34035" "75801" "Palestine" "Texas" "TX" "Anderson" "31.7588" "-95.6342"
"34036" "75802" "Palestine" "Texas" "TX" "Anderson" "31.9268" "-95.5796"
"34037" "75803" "Palestine" "Texas" "TX" "Anderson" "31.7571" "-95.6545"
"34038" "75831" "Buffalo" "Texas" "TX" "Leon" "31.4121" "-95.9904"
"34039" "75832" "Cayuga" "Texas" "TX" "Anderson" "31.7942" "-95.662"
"34040" "75833" "Centerville" "Texas" "TX" "Leon" "31.272" "-95.9213"
"34041" "75834" "Centralia" "Texas" "TX" "Trinity" "31.1058" "-95.1388"
"34042" "75835" "Crockett" "Texas" "TX" "Houston" "31.3208" "-95.3928"
"34043" "75838" "Donie" "Texas" "TX" "Freestone" "31.4873" "-96.2387"
"34044" "75839" "Elkhart" "Texas" "TX" "Anderson" "31.648" "-95.5551"
"34045" "75840" "Fairfield" "Texas" "TX" "Freestone" "31.7361" "-96.1572"
"34046" "75844" "Grapeland" "Texas" "TX" "Houston" "31.4972" "-95.4447"
"34047" "75845" "Groveton" "Texas" "TX" "Trinity" "31.0651" "-95.0969"
"34048" "75846" "Jewett" "Texas" "TX" "Leon" "31.3739" "-96.1918"
"34049" "75847" "Kennard" "Texas" "TX" "Houston" "31.3384" "-95.1541"
"34050" "75848" "Kirvin" "Texas" "TX" "Freestone" "31.8231" "-96.3218"
"34051" "75849" "Latexo" "Texas" "TX" "Houston" "31.4064" "-95.4719"
"34052" "75850" "Leona" "Texas" "TX" "Leon" "31.1421" "-95.9284"
"34053" "75851" "Lovelady" "Texas" "TX" "Houston" "31.0564" "-95.5501"
"34054" "75852" "Midway" "Texas" "TX" "Madison" "30.9806" "-95.7089"
"34055" "75853" "Montalba" "Texas" "TX" "Anderson" "31.9329" "-95.7935"
"34056" "75855" "Oakwood" "Texas" "TX" "Leon" "31.6023" "-95.9022"
"34057" "75856" "Pennington" "Texas" "TX" "Trinity" "31.1953" "-95.2469"
"34058" "75858" "Ratcliff" "Texas" "TX" "Houston" "31.3833" "-95.0619"
"34059" "75859" "Streetman" "Texas" "TX" "Freestone" "31.8885" "-96.2988"
"34060" "75860" "Teague" "Texas" "TX" "Freestone" "31.6328" "-96.2778"
"34061" "75861" "Tennessee Colony" "Texas" "TX" "Anderson" "31.7929" "-95.8998"
"34062" "75862" "Trinity" "Texas" "TX" "Trinity" "30.942" "-95.3403"
"34063" "75865" "Woodlake" "Texas" "TX" "Trinity" "31.1058" "-95.1388"
"34064" "75880" "Tennessee Colony" "Texas" "TX" "Anderson" "31.7942" "-95.662"
"34065" "75882" "Palestine" "Texas" "TX" "Anderson" "31.7942" "-95.662"
"34066" "75884" "Tennessee Colony" "Texas" "TX" "Anderson" "31.7942" "-95.662"
"34067" "75886" "Tennessee Colony" "Texas" "TX" "Anderson" "31.7942" "-95.662"
"34068" "75901" "Lufkin" "Texas" "TX" "Angelina" "31.27" "-94.6469"
"34069" "75902" "Lufkin" "Texas" "TX" "Angelina" "31.3623" "-94.7611"
"34070" "75903" "Lufkin" "Texas" "TX" "Angelina" "31.2766" "-94.5676"
"34071" "75904" "Lufkin" "Texas" "TX" "Angelina" "31.3489" "-94.8327"
"34072" "75915" "Lufkin" "Texas" "TX" "Angelina" "31.2873" "-94.5771"
"34073" "75925" "Alto" "Texas" "TX" "Cherokee" "31.6103" "-95.0762"
"34074" "75926" "Apple Springs" "Texas" "TX" "Trinity" "31.2269" "-94.9812"
"34075" "75928" "Bon Wier" "Texas" "TX" "Newton" "30.6876" "-93.7665"
"34076" "75929" "Broaddus" "Texas" "TX" "San Augustine" "31.2952" "-94.2156"
"34077" "75930" "Bronson" "Texas" "TX" "Sabine" "31.3391" "-93.9993"
"34078" "75931" "Brookeland" "Texas" "TX" "Sabine" "31.0922" "-93.9684"
"34079" "75932" "Burkeville" "Texas" "TX" "Newton" "31.0099" "-93.6585"
"34080" "75933" "Call" "Texas" "TX" "Newton" "30.5741" "-93.8334"
"34081" "75934" "Camden" "Texas" "TX" "Polk" "30.9" "-94.7547"
"34082" "75935" "Center" "Texas" "TX" "Shelby" "31.7865" "-94.1869"
"34083" "75936" "Chester" "Texas" "TX" "Tyler" "30.9447" "-94.5554"
"34084" "75937" "Chireno" "Texas" "TX" "Nacogdoches" "31.5119" "-94.4302"
"34085" "75938" "Colmesneil" "Texas" "TX" "Tyler" "30.9007" "-94.3916"
"34086" "75939" "Corrigan" "Texas" "TX" "Polk" "31.0408" "-94.8124"
"34087" "75941" "Diboll" "Texas" "TX" "Angelina" "31.195" "-94.7729"
"34088" "75942" "Doucette" "Texas" "TX" "Tyler" "30.8173" "-94.3979"
"34089" "75943" "Douglass" "Texas" "TX" "Nacogdoches" "31.6578" "-94.8696"
"34090" "75944" "Etoile" "Texas" "TX" "Nacogdoches" "31.3601" "-94.4064"
"34091" "75946" "Garrison" "Texas" "TX" "Nacogdoches" "31.8111" "-94.5266"
"34092" "75947" "Geneva" "Texas" "TX" "Sabine" "31.3731" "-93.8219"
"34093" "75948" "Hemphill" "Texas" "TX" "Sabine" "31.3161" "-93.7904"
"34094" "75949" "Huntington" "Texas" "TX" "Angelina" "31.2837" "-94.5662"
"34095" "75951" "Jasper" "Texas" "TX" "Jasper" "30.8673" "-93.9977"
"34096" "75954" "Joaquin" "Texas" "TX" "Shelby" "31.944" "-94.0608"
"34097" "75956" "Kirbyville" "Texas" "TX" "Jasper" "30.6583" "-93.8984"
"34098" "75957" "Magnolia Springs" "Texas" "TX" "" "30.7629" "-94.0709"
"34099" "75958" "Martinsville" "Texas" "TX" "Nacogdoches" "31.5342" "-94.639"
"34100" "75959" "Milam" "Texas" "TX" "Sabine" "31.5033" "-93.8778"
"34101" "75960" "Moscow" "Texas" "TX" "Polk" "30.9179" "-94.8544"
"34102" "75961" "Nacogdoches" "Texas" "TX" "Nacogdoches" "31.5611" "-94.5"
"34103" "75962" "Nacogdoches" "Texas" "TX" "Nacogdoches" "31.6995" "-94.6074"
"34104" "75963" "Nacogdoches" "Texas" "TX" "Nacogdoches" "31.6046" "-94.6641"
"34105" "75964" "Nacogdoches" "Texas" "TX" "Nacogdoches" "31.6737" "-94.6932"
"34106" "75965" "Nacogdoches" "Texas" "TX" "Nacogdoches" "31.7195" "-94.6168"
"34107" "75966" "Newton" "Texas" "TX" "Newton" "30.8351" "-93.7497"
"34108" "75968" "Pineland" "Texas" "TX" "Sabine" "31.2418" "-93.9754"
"34109" "75969" "Pollok" "Texas" "TX" "Angelina" "31.4291" "-94.8254"
"34110" "75972" "San Augustine" "Texas" "TX" "San Augustine" "31.5152" "-94.1326"
"34111" "75973" "Shelbyville" "Texas" "TX" "Shelby" "31.7131" "-93.9698"
"34112" "75974" "Tenaha" "Texas" "TX" "Shelby" "31.9408" "-94.2488"
"34113" "75975" "Timpson" "Texas" "TX" "Shelby" "31.8841" "-94.3967"
"34114" "75976" "Wells" "Texas" "TX" "Cherokee" "31.4998" "-94.9694"
"34115" "75977" "Wiergate" "Texas" "TX" "Newton" "31.0414" "-93.8039"
"34116" "75978" "Woden" "Texas" "TX" "Nacogdoches" "31.5037" "-94.525"
"34117" "75979" "Woodville" "Texas" "TX" "Tyler" "30.7585" "-94.3669"
"34118" "75980" "Zavalla" "Texas" "TX" "Angelina" "31.1569" "-94.3871"
"34119" "75990" "Woodville" "Texas" "TX" "Tyler" "30.7927" "-94.3545"
"34120" "76000" "Arlington" "Texas" "TX" "" "32.6945" "-97.1275"
"34121" "76001" "Arlington" "Texas" "TX" "Tarrant" "32.6289" "-97.1517"
"34122" "76002" "Arlington" "Texas" "TX" "Tarrant" "32.6255" "-97.0784"
"34123" "76003" "Arlington" "Texas" "TX" "Tarrant" "32.7417" "-97.2253"
"34124" "76004" "Arlington" "Texas" "TX" "Tarrant" "32.7714" "-97.2915"
"34125" "76005" "Arlington" "Texas" "TX" "Tarrant" "32.7714" "-97.2915"
"34126" "76006" "Arlington" "Texas" "TX" "Tarrant" "32.7785" "-97.0834"
"34127" "76007" "Arlington" "Texas" "TX" "Tarrant" "32.7714" "-97.2915"
"34128" "76008" "Aledo" "Texas" "TX" "Parker" "32.7004" "-97.6039"
"34129" "76009" "Alvarado" "Texas" "TX" "Johnson" "32.4395" "-97.213"
"34130" "76010" "Arlington" "Texas" "TX" "Tarrant" "32.7204" "-97.0826"
"34131" "76011" "Arlington" "Texas" "TX" "Tarrant" "32.7582" "-97.1003"
"34132" "76012" "Arlington" "Texas" "TX" "Tarrant" "32.754" "-97.1348"
"34133" "76013" "Arlington" "Texas" "TX" "Tarrant" "32.7199" "-97.1442"
"34134" "76014" "Arlington" "Texas" "TX" "Tarrant" "32.6954" "-97.0876"
"34135" "76015" "Arlington" "Texas" "TX" "Tarrant" "32.6931" "-97.1347"
"34136" "76016" "Arlington" "Texas" "TX" "Tarrant" "32.6889" "-97.1905"
"34137" "76017" "Arlington" "Texas" "TX" "Tarrant" "32.6554" "-97.1599"
"34138" "76018" "Arlington" "Texas" "TX" "Tarrant" "32.6548" "-97.092"
"34139" "76019" "Arlington" "Texas" "TX" "Tarrant" "32.7714" "-97.2915"
"34140" "76020" "Azle" "Texas" "TX" "Tarrant" "32.9035" "-97.5412"
"34141" "76021" "Bedford" "Texas" "TX" "Tarrant" "32.8536" "-97.1358"
"34142" "76022" "Bedford" "Texas" "TX" "Tarrant" "32.8297" "-97.1454"
"34143" "76023" "Boyd" "Texas" "TX" "Wise" "33.0594" "-97.5868"
"34144" "76028" "Burleson" "Texas" "TX" "Johnson" "32.5316" "-97.309"
"34145" "76031" "Cleburne" "Texas" "TX" "Johnson" "32.3485" "-97.3311"
"34146" "76033" "Cleburne" "Texas" "TX" "Johnson" "32.3509" "-97.4103"
"34147" "76034" "Colleyville" "Texas" "TX" "Tarrant" "32.8872" "-97.146"
"34148" "76035" "Cresson" "Texas" "TX" "Hood" "32.5343" "-97.6158"
"34149" "76036" "Crowley" "Texas" "TX" "Tarrant" "32.5814" "-97.3703"
"34150" "76039" "Euless" "Texas" "TX" "Tarrant" "32.8582" "-97.0832"
"34151" "76040" "Euless" "Texas" "TX" "Tarrant" "32.8264" "-97.0972"
"34152" "76041" "Forreston" "Texas" "TX" "Ellis" "32.2486" "-96.8232"
"34153" "76043" "Glen Rose" "Texas" "TX" "Somervell" "32.2298" "-97.7629"
"34154" "76044" "Godley" "Texas" "TX" "Johnson" "32.4282" "-97.5349"
"34155" "76048" "Granbury" "Texas" "TX" "Hood" "32.425" "-97.7742"
"34156" "76049" "Granbury" "Texas" "TX" "Hood" "32.4488" "-97.7285"
"34157" "76050" "Grandview" "Texas" "TX" "Johnson" "32.2779" "-97.2351"
"34158" "76051" "Grapevine" "Texas" "TX" "Tarrant" "32.9328" "-97.0808"
"34159" "76052" "Haslet" "Texas" "TX" "Tarrant" "32.9557" "-97.3372"
"34160" "76053" "Hurst" "Texas" "TX" "Tarrant" "32.8211" "-97.1756"
"34161" "76054" "Hurst" "Texas" "TX" "Tarrant" "32.8558" "-97.1755"
